Aug 15 18:58:31 p0-online-boutique systemd[1]: Started kubelet.service - kubelet: The Kubernetes Node Agent.
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.087063     639 server.go:529] "Kubelet version" kubeletVersion="v1.34.0"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.087174     639 server.go:531] "Golang settings" GOGC="" GOMAXPROCS="" GOTRACEBACK=""
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.087661     639 watchdog_linux.go:95] "Systemd watchdog is not enabled"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.087706     639 watchdog_linux.go:137] "Systemd watchdog is not enabled or the interval is invalid, so health checking will not be started."
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.088110     639 server.go:956] "Client rotation is on, will bootstrap in background"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.089890     639 certificate_store.go:147] "Loading cert/key pair from a file" filePath="/var/lib/kubelet/pki/kubelet-client-current.pem"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.097650     639 dynamic_cafile_content.go:161] "Starting controller" name="client-ca-bundle::/var/lib/minikube/certs/ca.crt"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.104257     639 server.go:1423] "Using cgroup driver setting received from the CRI runtime" cgroupDriver="cgroupfs"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.112707     639 server.go:781] "--cgroups-per-qos enabled, but --cgroup-root was not specified.  Defaulting to /"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.112755     639 server.go:842] "NoSwap is set due to memorySwapBehavior not specified" memorySwapBehavior="" FailSwapOn=false
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.114585     639 swap_util.go:115] "Swap is on" /proc/swaps contents=<
Aug 15 18:58:32 p0-online-boutique kubelet[639]:         Filename                                Type                Size                Used                Priority
Aug 15 18:58:32 p0-online-boutique kubelet[639]:         /dev/sdc                                partition        2097152                0                -2
Aug 15 18:58:32 p0-online-boutique kubelet[639]:  >
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.115432     639 container_manager_linux.go:270] "Container manager verified user specified cgroup-root exists" cgroupRoot=[]
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.115489     639 container_manager_linux.go:275] "Creating Container Manager object based on Node Config" nodeConfig={"NodeName":"p0-online-boutique","RuntimeCgroupsName":"","SystemCgroupsName":"","KubeletCgroupsName":"","KubeletOOMScoreAdj":-999,"ContainerRuntime":"","CgroupsPerQOS":true,"CgroupRoot":"/","CgroupDriver":"cgroupfs","KubeletRootDir":"/var/lib/kubelet","ProtectKernelDefaults":false,"KubeReservedCgroupName":"","SystemReservedCgroupName":"","ReservedSystemCPUs":{},"EnforceNodeAllocatable":{"pods":{}},"KubeReserved":null,"SystemReserved":null,"HardEvictionThresholds":[],"QOSReserved":{},"CPUManagerPolicy":"none","CPUManagerPolicyOptions":null,"TopologyManagerScope":"container","CPUManagerReconcilePeriod":10000000000,"MemoryManagerPolicy":"None","MemoryManagerReservedMemory":null,"PodPidsLimit":-1,"EnforceCPULimits":true,"CPUCFSQuotaPeriod":100000000,"TopologyManagerPolicy":"none","TopologyManagerPolicyOptions":null,"CgroupVersion":2}
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.115999     639 topology_manager.go:138] "Creating topology manager with none policy"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.116035     639 container_manager_linux.go:306] "Creating device plugin manager"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.116098     639 container_manager_linux.go:315] "Creating Dynamic Resource Allocation (DRA) manager"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.118109     639 state_mem.go:36] "Initialized new in-memory state store"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.119163     639 kubelet.go:475] "Attempting to sync node with API server"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.119200     639 kubelet.go:376] "Adding static pod path" path="/etc/kubernetes/manifests"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.119627     639 kubelet.go:387] "Adding apiserver pod source"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: I0815 18:58:32.119697     639 apiserver.go:42] "Waiting for node sync before watching apiserver pods"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: E0815 18:58:32.120391     639 reflector.go:205] "Failed to watch" err="failed to list *v1.Node: Get \"https://192.168.49.2:8443/api/v1/nodes?fieldSelector=metadata.name%3Dp0-online-boutique&limit=500&resourceVersion=0\": dial tcp 192.168.49.2:8443: connect: connection refused" logger="UnhandledError" reflector="k8s.io/client-go/informers/factory.go:160" type="*v1.Node"
Aug 15 18:58:32 p0-online-boutique kubelet[639]: E0815 18:58:32.120933     639 reflector.go:205] "Failed to watch" err="failed to list *v1.Service: Get \"https://192.168.49.2:8443/api/v1/services?fieldSelector=spec.clusterIP%21%3DNone&limit=500&resourceVersion=0\": dial tcp 192.168.49.2:8443: connect: connection refused" logger="UnhandledError" reflector="k8s.io/client-go/informers/factory.go:160" type="*v1.Service"
